Sample,Observation,A,Ci,Tleaf,Qin,Patm
DFA_B3_P22_S7C8,0+271,29.80987104,717.8627573,28.09303284,1499.402954,100.848587
DFA_B2_P1_S7C8,0+272,21.17093531,311.3957742,30.17422104,1498.82019,100.8260345
DFA_B2_P1_S7C8,0+273,14.57007147,251.4561021,28.89643669,1499.748779,100.8259125
DFA_B2_P1_S7C8,0+274,11.2177337,165.6402847,28.45249939,1500.166748,100.8250427
DFA_B2_P1_S7C8,0+275,2.352219245,91.13349826,28.52830696,1499.989868,100.8215485
DFA_B2_P1_S7C8,0+276,1.202760465,78.02472488,28.84025955,1500.028198,100.8199768
DFA_B2_P1_S7C8,0+277,19.68508625,335.8317568,28.50325012,1499.966553,100.8216171
DFA_B2_P1_S7C8,0+278,20.63442133,312.5251639,29.99511528,1500.125977,100.8211136
DFA_B2_P1_S7C8,0+279,26.84284218,484.980332,30.01080322,1500.070068,100.8167496
DFA_B2_P1_S7C8,0+280,29.45462248,670.9029712,30.00753403,1499.60022,100.8120193
DFA_B2_P2_110412,0+281,22.42657318,319.818938,29.61361694,1499.700562,100.8014755
DFA_B2_P2_110412,0+282,15.27490412,250.5494783,29.00561523,1499.246094,100.8002472
DFA_B2_P2_110412,0+283,10.77882546,167.7040286,28.58689308,1498.965942,100.7989883
DFA_B2_P2_110412,0+284,2.352573923,89.86928932,29.98709488,1498.695557,100.796051
DFA_B2_P2_110412,0+285,0.176072326,80.78896698,28.8833828,1500.086792,100.7940598
DFA_B2_P2_110412,0+286,20.68898835,337.6850876,28.39660454,1500.367188,100.7950974
DFA_B2_P2_110412,0+287,21.54519711,315.7521881,30.00953484,1500.766846,100.7944641
DFA_B2_P2_110412,0+288,28.50775367,485.9860963,30.00932312,1500.699585,100.7921371
DFA_B2_P2_110412,0+289,30.97594263,674.6410613,30.00857735,1500.883545,100.7861938
DFA_B2_P8_7903,0+290,23.55133399,310.1981369,29.72954559,1499.440308,100.7900848
DFA_B2_P8_7903,0+291,16.4079674,235.4613299,29.80040359,1499.128174,100.7861786
DFA_B2_P8_7903,0+292,12.11458505,152.9623022,29.79109383,1499.005371,100.7845383
DFA_B2_P8_7903,0+293,1.973021099,92.42119869,28.38965416,1498.798584,100.7801819
DFA_B2_P8_7903,0+294,1.033869721,79.28284037,28.40414619,1499.344482,100.7699432
DFA_B2_P8_7903,0+295,22.62884668,323.7554833,28.56907082,1499.537964,100.7621918
DFA_B2_P8_7903,0+296,22.95309206,319.663258,28.74492073,1499.302002,100.7548599
DFA_B2_P8_7903,0+297,31.17026102,497.3919058,28.47790909,1499.494507,100.7516098
DFA_B2_P8_7903,0+298,36.55543065,643.5439172,30.00981522,1499.45752,100.7476959
DFA_B2_P9_9709,0+299,26.23384547,292.7159007,30.12091446,1500.812622,100.739357
DFA_B2_P9_9709,0+300,21.30680132,229.6266031,28.8958931,1500.813354,100.7399368
DFA_B2_P9_9709,0+301,10.62892123,168.6139556,28.22363472,1501.020752,100.7385788
DFA_B2_P9_9709,0+302,2.825371936,90.09849636,28.50961304,1500.80835,100.7374039
DFA_B2_P9_9709,0+303,1.687336268,75.19116041,30.0360508,1500.467529,100.7360992
DFA_B2_P9_9709,0+304,23.83902072,302.3996378,30.04272652,1499.815063,100.7339478
DFA_B2_P9_9709,0+305,24.58602439,302.738459,30.03281975,1499.71814,100.7303009
DFA_B2_P9_9709,0+306,33.85963354,466.7078233,30.02679062,1499.750732,100.7280121
DFA_B2_P9_9709,0+307,38.18481752,646.9529993,30.04225922,1499.111206,100.7249985
DFA_B2_P11_8717,0+308,25.63044981,315.7110845,29.72328568,1499.600586,100.7262573
DFA_B2_P11_8717,0+309,21.46227028,239.5562919,29.02930641,1499.248657,100.7254105
DFA_B2_P11_8717,0+310,10.95001932,160.6936813,30.10789108,1498.738892,100.7254639
DFA_B2_P11_8717,0+311,2.651282604,91.79485148,29.03019524,1499.892822,100.7262802
DFA_B2_P11_8717,0+312,1.459625772,78.40708437,28.68850899,1499.960815,100.7288361
DFA_B2_P11_8717,0+313,23.82736153,332.4948219,28.97559166,1500.506958,100.7318268
DFA_B2_P11_8717,0+314,24.01740921,327.2289133,29.25070763,1500.024414,100.7301941
DFA_B2_P11_8717,0+315,32.02865259,505.4660048,29.09712601,1500.005859,100.7296753
DFA_B2_P11_8717,0+316,35.35886507,692.7031792,29.159235,1498.8927,100.7268829
DFA_B2_P12_9671,0+317,22.01655126,310.1612642,29.49043274,1498.975586,100.7253418
DFA_B2_P12_9671,0+318,15.3260661,236.9766752,29.57012939,1499.588379,100.7295456
DFA_B2_P12_9671,0+319,10.5591376,155.6123444,29.6763382,1499.341797,100.7323914
DFA_B2_P12_9671,0+320,1.59893097,93.56993171,29.13045502,1499.730713,100.7344208
DFA_B2_P12_9671,0+321,0.840284319,81.81138204,28.96840668,1499.53125,100.7350082
DFA_B2_P12_9671,0+322,20.35247281,312.5028471,30.04525757,1499.432983,100.7305222
DFA_B2_P12_9671,0+323,20.29175592,315.4940853,30.03636169,1499.337036,100.7317886
DFA_B2_P12_9671,0+324,29.3271022,478.6632904,30.02819633,1499.834106,100.7345963
DFA_B2_P12_9671,0+325,33.26621716,657.6602561,30.02524185,1499.903198,100.7392502
POA_B4_P24_8717,0+326,23.33193137,286.2740889,29.68040657,1500.353027,99.99826813
POA_B4_P24_8717,0+327,16.19207816,224.2559263,28.9798584,1499.798218,99.99875641
POA_B4_P24_8717,0+328,11.12802084,142.9237131,29.93497086,1499.094482,99.99726868
POA_B4_P24_8717,0+329,2.065901636,88.25805172,29.54258728,1499.870361,99.99220276
POA_B4_P24_8717,0+330,1.428201896,79.69554575,28.79698372,1499.07312,99.98949432
POA_B4_P24_8717,0+331,20.56846799,307.0243037,28.96441078,1499.029907,99.9879303
POA_B4_P24_8717,0+332,21.48478214,299.6181082,29.44434738,1500.114258,99.98478699
POA_B4_P24_8717,0+333,27.53571635,487.8521653,28.49038887,1499.62915,99.98661041
POA_B4_P24_8717,0+334,30.2135302,668.123077,28.63727188,1499.100342,99.99131012
POA_B4_P22_S7C8,0+335,21.09373525,262.8969511,31.50687027,1501.075684,100.0043564
POA_B4_P22_S7C8,0+336,14.20452031,233.8755692,28.92387199,1500.803223,100.0056839
POA_B4_P22_S7C8,0+337,10.15874997,154.1415943,28.93481445,1500.493652,100.0050659
POA_B4_P22_S7C8,0+338,2.15922279,87.32019521,30.1542263,1500.55188,100.004158
POA_B4_P22_S7C8,0+339,0.890979886,80.60580646,29.11255264,1499.016357,100.0032654
POA_B4_P22_S7C8,0+340,19.26314701,324.0046184,28.93484497,1499.0625,100.0026855
POA_B4_P22_S7C8,0+341,20.02111883,317.4352226,29.18411446,1499.752563,100.0029526
POA_B4_P22_S7C8,0+342,25.68041877,459.2794146,29.92272949,1499.601074,99.99906158
POA_B4_P22_S7C8,0+343,26.73009442,677.1346705,28.70425415,1499.779053,99.99879456
POA_B4_P20_9671,0+344,24.6274461,302.425734,29.68814087,1499.369873,100.0134354
POA_B4_P20_9671,0+345,16.27110464,239.2484241,28.76885033,1499.546509,100.0147171
POA_B4_P20_9671,0+346,11.12163474,152.4196805,29.86696053,1499.602051,100.0143814
POA_B4_P20_9671,0+347,2.134484317,88.24964973,29.99392128,1499.617188,100.0142899
POA_B4_P20_9671,0+348,1.208106519,81.64133644,28.55925751,1500.049683,100.012352
POA_B4_P20_9671,0+349,21.65741403,314.4042882,28.76735878,1499.927612,100.0111694
POA_B4_P20_9671,0+350,22.60486999,297.0879241,30.02556419,1499.772095,100.0123062
POA_B4_P20_9671,0+351,29.40018013,463.7250903,30.03280258,1498.968994,100.0137253
POA_B4_P20_9671,0+352,31.82380868,649.0710787,30.02506065,1499.239502,100.0149689
POA_B4_P18_110412,0+353,21.2618561,295.7583913,30.58169746,1499.110718,100.0086136
POA_B4_P18_110412,0+354,13.59408459,228.1057351,30.83172417,1498.986694,100.0101852
POA_B4_P18_110412,0+355,10.13861123,155.314582,29.27586937,1499.229248,100.0114288
POA_B4_P18_110412,0+356,2.067517003,89.13343142,29.3663044,1499.192627,100.0168228
POA_B4_P18_110412,0+357,1.250150618,81.35600132,29.33610153,1498.752075,100.0191803
POA_B4_P18_110412,0+358,20.01180517,314.1493913,29.35794258,1500.009644,100.0201645
POA_B4_P18_110412,0+359,20.82374257,299.8971002,30.03317261,1500.348633,100.0189972
POA_B4_P18_110412,0+360,28.82018327,458.7509416,30.10737801,1500.781738,100.0153809
POA_B4_P18_110412,0+361,32.39024442,654.7386369,29.48256683,1499.72168,100.016571
POA_B4_P17_9709,0+362,26.62151325,322.6600996,29.86377525,1483.216675,100.0223007
POA_B4_P17_9709,0+363,18.64614776,238.2431891,30.14382362,1501.430786,100.0200577
POA_B4_P17_9709,0+364,12.64963316,156.5055675,30.15179253,1500.149048,100.0214386
POA_B4_P17_9709,0+365,2.943292516,89.50627293,29.8509655,1500.939819,100.0236053
POA_B4_P17_9709,0+366,1.893912891,81.91588904,30.01119804,1500.549072,100.0280838
POA_B4_P17_9709,0+367,24.6425426,317.6223656,30.01342392,1500.619873,100.0308456
POA_B4_P17_9709,0+368,24.52947511,315.9945094,30.00756836,1500.608032,100.030365
POA_B4_P17_9709,0+369,32.26777307,486.7993199,30.01326752,1500.209595,100.0297775
POA_B4_P17_9709,0+370,34.0680743,675.5643732,30.01875496,1499.665161,100.0311813
POA_B4_P13_7903,0+371,24.38662523,323.2672055,30.03002167,1500.986206,100.0265808
POA_B4_P13_7903,0+372,20.05781415,238.9327307,29.46560478,1500.413452,100.021698
POA_B4_P13_7903,0+373,9.047343493,170.0145801,29.42453003,1500.299683,100.0174103
POA_B4_P13_7903,0+374,1.28180506,93.46269483,30.01728821,1500.733276,100.0206528
POA_B4_P13_7903,0+375,0.29741565,85.89802576,30.01206589,1500.674805,100.02565
POA_B4_P13_7903,0+376,21.42023247,321.1152378,30.03186226,1498.884033,100.0237579
POA_B4_P13_7903,0+377,21.88338743,319.2722253,30.03068542,1499.302002,100.0206833
POA_B4_P13_7903,0+378,29.8192808,489.6743567,30.03185081,1498.862915,100.0163574
POA_B4_P13_7903,0+379,32.49499833,678.3724795,30.03100395,1499.799561,100.0154572
POA_B4_P12_9761,0+380,21.64277655,304.060469,30.55221748,1499.95459,100.0160294
POA_B4_P12_9761,0+381,18.81359115,223.5815528,29.83021355,1499.972656,100.0141373
POA_B4_P12_9761,0+382,9.519677429,162.0749198,29.50039291,1499.390137,100.0119705
POA_B4_P12_9761,0+383,2.158716586,89.16740558,29.56790543,1499.302612,100.0126114
POA_B4_P12_9761,0+384,1.333157285,81.9774139,29.95769501,1499.019043,100.0055847
POA_B4_P12_9761,0+385,20.479799,308.5242206,29.97073555,1499.485718,100.0031128
POA_B4_P12_9761,0+386,21.11148278,306.0802953,29.96280479,1499.081421,100.0041428
POA_B4_P12_9761,0+387,27.23271834,476.5766401,29.97259903,1499.213135,100.0081329
POA_B4_P12_9761,0+388,28.23909839,664.7607261,29.97381783,1498.739502,100.0078964
POA_B4_P10_110412,0+389,20.79214411,312.5559867,30.07888603,1500.260376,100.0094757
POA_B4_P10_110412,0+390,13.64884011,234.546286,30.09755898,1500.284058,100.0077667
POA_B4_P10_110412,0+391,9.896948751,149.371288,30.10945129,1500.837646,100.0076981
POA_B4_P10_110412,0+392,0.644546293,90.42041738,30.12288475,1500.971069,100.0104065
POA_B4_P10_110412,0+393,1.419385172,84.41545767,30.12632942,1499.15332,100.0076447
POA_B4_P10_110412,0+394,19.25249542,306.8347176,30.13352394,1500.016602,100.0104599
POA_B4_P10_110412,0+395,19.57008138,305.0789603,30.01053429,1500.548584,100.0079575
POA_B4_P10_110412,0+396,25.87302671,471.788875,29.63620567,1500.859863,100.0037842
POA_B4_P10_110412,0+397,27.74671286,655.4996549,29.95020676,1500.221924,99.99620056
POA_B4_P9_7903,0+398,24.9006832,328.209335,29.62616158,1499.361694,99.99278259
POA_B4_P9_7903,0+399,16.73665642,248.5937528,29.71604156,1499.000977,99.98774719
POA_B4_P9_7903,0+400,11.48819911,166.5408199,29.38683891,1499.532959,99.98810577
POA_B4_P9_7903,0+401,1.650805284,91.6050345,29.58034897,1499.274902,99.9885025
POA_B4_P9_7903,0+402,1.924158398,84.99415423,29.2858429,1500.12146,99.99010468
POA_B4_P9_7903,0+403,22.10308846,331.3567064,29.18861389,1501.31665,99.99090576
POA_B4_P9_7903,0+404,22.8424407,320.1408719,29.99642563,1500.550049,99.9897995
POA_B4_P9_7903,0+405,30.0712777,494.5375674,30.01101494,1499.993286,99.98539734
POA_B4_P9_7903,0+406,31.83533498,680.6719483,30.05155182,1500.595947,99.986763
POA_B4_P7_S7C8,0+407,21.78295123,336.8967342,30.11151314,1498.759399,99.9841156
POA_B4_P7_S7C8,0+408,15.84437209,251.4372652,30.11343956,1499.509521,99.98123169
POA_B4_P7_S7C8,0+409,11.18565591,168.0316524,30.11344528,1499.512695,99.97880554
POA_B4_P7_S7C8,0+410,2.299739702,93.26434083,30.11839485,1499.405884,99.97703552
POA_B4_P7_S7C8,0+411,1.948372683,86.30825294,30.11874962,1500.325562,99.97484589
POA_B4_P7_S7C8,0+412,18.99953703,338.6720734,30.13153839,1499.217407,99.96855927
POA_B4_P7_S7C8,0+413,20.51477729,332.0323037,30.12406158,1500.973267,99.96723938
POA_B4_P7_S7C8,0+414,24.20191817,520.8592715,30.1322155,1498.908203,99.96008301
POA_B4_P7_S7C8,0+415,24.7575824,712.8022161,30.13513947,1500.698975,99.95905304
POA_B4_P3_9709,0+416,27.54138982,324.2626217,30.3110981,1500.558228,99.95232391
POA_B4_P3_9709,0+417,23.31511699,243.1986941,29.36936378,1500.175537,99.94555664
POA_B4_P3_9709,0+418,10.95585768,171.9282512,29.30276299,1499.044312,99.94018555
POA_B4_P3_9709,0+419,1.917984069,93.05255277,29.5428772,1499.277832,99.93550873
POA_B4_P3_9709,0+420,1.251167349,89.50100132,30.40190697,1499.012695,99.93276215
POA_B4_P3_9709,0+421,25.35160653,343.1409176,29.39295006,1500.493408,99.93048096
POA_B4_P3_9709,0+422,26.74567124,345.3412529,29.16598701,1500.884766,99.92533112
POA_B4_P3_9709,0+423,34.90419594,516.0288293,30.09667587,1500.145752,99.92673492
POA_B4_P3_9709,0+424,36.78476666,723.5850258,29.29895401,1499.217651,99.92076874
POA_B4_P1_8717,0+425,26.67757515,307.2017878,29.71828461,1499.365845,99.92114258
POA_B4_P1_8717,0+426,19.11826283,234.596932,29.62168121,1498.727295,99.91530609
POA_B4_P1_8717,0+427,13.41757282,156.2473061,29.98286438,1499.365112,99.91257477
POA_B4_P1_8717,0+428,2.672731902,92.38042383,29.82186127,1498.989746,99.90538788
POA_B4_P1_8717,0+429,1.93715747,88.39610068,29.76840019,1500.929565,99.90126038
POA_B4_P1_8717,0+430,25.52520615,324.7811374,29.6489048,1499.244019,99.89392853
POA_B4_P1_8717,0+431,26.37259777,324.7345523,29.67906952,1498.905273,99.8968277
POA_B4_P1_8717,0+432,34.45398693,500.309782,29.74820137,1499.512329,99.8959198
POA_B4_P1_8717,0+433,42.78248691,662.1816338,30.22792625,1500.480591,99.89709473
POA_B5_P3_110412,0+434,20.07675648,270.3582606,29.15229416,1500.344604,100.113121
POA_B5_P3_110412,0+435,15.14388568,189.7046184,29.74938011,1499.383179,100.1129761
POA_B5_P3_110412,0+436,10.64582063,134.5276994,28.7018013,1499.373413,100.1142731
POA_B5_P3_110412,0+437,2.359678717,84.67740376,28.18341446,1500.441162,100.1165619
POA_B5_P3_110412,0+438,1.270561628,77.34944311,28.17607117,1500.443604,100.1209946
POA_B5_P3_110412,0+439,17.94884443,273.4691753,28.83289337,1500.727417,100.121254
POA_B5_P3_110412,0+440,18.58238845,275.973694,28.41191864,1499.474731,100.1226959
POA_B5_P3_110412,0+441,26.8550908,381.0363951,29.8961544,1498.816772,100.1246033
POA_B5_P3_110412,0+442,29.94649126,554.7637608,28.96577263,1499.792725,100.1262589
POA_B5_P5_8717,0+443,25.30206359,263.9870352,30.119627,1500.156982,100.1239319
POA_B5_P5_8717,0+444,21.5822677,197.8985307,29.08255196,1501.022095,100.1227493
POA_B5_P5_8717,0+445,10.21276686,156.4398936,27.84139252,1498.883179,100.1247406
POA_B5_P5_8717,0+446,2.988234859,85.62017071,28.07499886,1499.373047,100.1267242
POA_B5_P5_8717,0+447,1.742761306,79.1961291,28.06522179,1499.072388,100.1260986
POA_B5_P5_8717,0+448,22.77423186,292.3462486,28.71302414,1499.41748,100.1289063
POA_B5_P5_8717,0+449,23.31941656,287.5915789,28.67535973,1499.344238,100.1306
POA_B5_P5_8717,0+450,30.79629406,423.6815994,29.93161201,1500.980713,100.1365662
POA_B5_P5_8717,0+451,32.16901841,645.2424463,28.00242615,1501.113037,100.1384125
POA_B5_P6_9671,0+452,22.69559301,289.5248072,29.95450211,1499.085449,100.140976
POA_B5_P6_9671,0+453,15.68552454,218.3767582,30.14305305,1499.053955,100.1412048
POA_B5_P6_9671,0+454,10.39929502,155.2149687,28.20824242,1498.983643,100.1415329
POA_B5_P6_9671,0+455,1.956957081,86.90882713,29.82662964,1500.471924,100.1433716
POA_B5_P6_9671,0+456,0.597672441,83.454374,28.80354881,1500.074219,100.1453018
POA_B5_P6_9671,0+457,21.25521111,306.2417049,28.22026062,1499.883057,100.1479416
POA_B5_P6_9671,0+458,21.09134827,297.3955328,29.21839333,1498.997192,100.1535034
POA_B5_P6_9671,0+459,29.95686489,466.0752092,28.21247292,1498.888428,100.1588287
POA_B5_P6_9671,0+460,33.71304301,634.768144,28.33306313,1499.950806,100.1609039
POA_B5_P7_S7C8,0+461,18.88349163,259.8590692,30.20825005,1499.501099,100.1638565
POA_B5_P7_S7C8,0+462,12.58615368,218.6148767,28.92913437,1498.880859,100.1668396
POA_B5_P7_S7C8,0+463,9.467735292,140.4878163,28.5451622,1499.025146,100.1699829
POA_B5_P7_S7C8,0+464,1.438236108,89.8685314,28.47496033,1499.697144,100.1683044
POA_B5_P7_S7C8,0+465,1.143183487,78.01373833,29.99827003,1500.899902,100.1657486
POA_B5_P7_S7C8,0+466,17.74014009,268.8812094,29.99582863,1499.699951,100.1660385
POA_B5_P7_S7C8,0+467,18.12969112,270.7391489,30.00450325,1499.772217,100.1643982
POA_B5_P7_S7C8,0+468,25.13757372,419.1776392,30.00761986,1499.869019,100.1674271
POA_B5_P7_S7C8,0+469,28.06347279,594.3522872,30.00522995,1498.855347,100.1689072
POA_B5_P10_7903,0+470,25.59899604,297.473896,29.38379097,1498.654419,100.1771545
POA_B5_P10_7903,0+471,21.54415003,220.8929561,28.99178505,1499.185913,100.1761551
POA_B5_P10_7903,0+472,10.79047099,160.5492787,28.37257385,1498.917358,100.1754761
POA_B5_P10_7903,0+473,2.79746882,88.43104935,28.54281425,1499.565918,100.1787643
POA_B5_P10_7903,0+474,1.89739525,78.43101217,29.98117065,1499.170654,100.179863
POA_B5_P10_7903,0+475,23.55101707,295.6171405,29.99012756,1498.938232,100.1780167
POA_B5_P10_7903,0+476,25.1256459,288.7298404,29.99211502,1498.878784,100.1814804
POA_B5_P10_7903,0+477,32.24280298,453.9829928,29.99560928,1498.788208,100.1806488
POA_B5_P10_7903,0+478,37.77040697,614.5638252,30.60260582,1498.969971,100.178772
POA_B5_P12_9709,0+479,28.19491646,306.3405068,29.38983727,1499.720947,100.1828766
POA_B5_P12_9709,0+480,23.96606927,222.6853815,29.42502403,1499.067627,100.1827927
POA_B5_P12_9709,0+481,12.19952629,162.1110017,28.82834435,1499.830444,100.1812744
POA_B5_P12_9709,0+482,3.532149189,87.70899602,28.53407097,1500.241577,100.1775436
POA_B5_P12_9709,0+483,2.453022351,78.04091163,29.97907066,1500.345093,100.1751556
POA_B5_P12_9709,0+484,25.84914938,306.2942283,29.98017311,1499.314697,100.1765518
POA_B5_P12_9709,0+485,26.55039829,303.322296,29.99078751,1499.980591,100.1716461
POA_B5_P12_9709,0+486,32.49189835,480.1438713,29.98498726,1499.296265,100.1689835
POA_B5_P12_9709,0+487,33.60502262,678.4332685,29.72762108,1499.032227,100.1663742
POA_B5_P15_7903,0+488,25.71340573,303.8237762,29.4718914,1499.65686,100.1743088
POA_B5_P15_7903,0+489,21.13541369,213.8808019,29.58757973,1500.895264,100.1698074
POA_B5_P15_7903,0+490,10.64493873,142.9620707,30.84799385,1500.146729,100.1663666
POA_B5_P15_7903,0+491,2.437537115,88.34228991,28.54836464,1500.284302,100.16922
POA_B5_P15_7903,0+492,1.841562833,78.01971717,29.71163177,1500.914673,100.1646576
POA_B5_P15_7903,0+493,22.58368576,305.2133003,28.89724541,1500.516724,100.1647797
POA_B5_P15_7903,0+494,23.86925374,296.1305099,29.08018112,1500.17334,100.1563797
POA_B5_P15_7903,0+495,31.14006434,439.589222,30.41595268,1499.704102,100.1560898
POA_B5_P15_7903,0+496,33.53352951,629.4912053,30.15208435,1499.114624,100.1585999
POA_B5_P16_110412,0+497,25.14387378,328.3309529,29.76071739,1499.71936,100.1619873
POA_B5_P16_110412,0+498,16.55347326,245.0026139,29.84981155,1499.709473,100.16436
POA_B5_P16_110412,0+499,11.32501412,169.5962999,28.49995422,1499.10498,100.1652069
POA_B5_P16_110412,0+500,1.724887305,93.16406354,28.65828323,1499.485107,100.160347
POA_B5_P16_110412,0+501,1.081737129,85.70355411,28.62041283,1500.190796,100.1598206
POA_B5_P16_110412,0+502,22.04576027,337.5159337,28.97537041,1500.005859,100.1560669
POA_B5_P16_110412,0+503,22.8719304,338.367524,28.69648361,1500.03772,100.1559143
POA_B5_P16_110412,0+504,27.95113198,503.1713462,30.10357666,1499.088745,100.1577606
POA_B5_P16_110412,0+505,27.35322004,716.4457551,29.06053543,1498.749878,100.1581039
POA_B5_P17_S7C8,0+506,19.81951891,352.8891117,28.30716133,1499.542603,100.157486
POA_B5_P17_S7C8,0+507,16.40622328,254.4835611,29.27187729,1500.693237,100.156105
POA_B5_P17_S7C8,0+508,7.148397007,177.7091163,29.14158249,1500.228516,100.1520767
POA_B5_P17_S7C8,0+509,0.971853188,95.05473554,30.27312088,1499.612305,100.1493073
POA_B5_P17_S7C8,0+510,0.715056312,86.71203192,29.2026577,1498.862549,100.1494064
POA_B5_P17_S7C8,0+511,18.51925585,349.5912374,28.88605881,1499.865234,100.1448059
POA_B5_P17_S7C8,0+512,18.37847086,351.966904,28.81337166,1500.037476,100.1463089
POA_B5_P17_S7C8,0+513,23.19515948,536.3517782,28.81360626,1500.053345,100.1434555
POA_B5_P17_S7C8,0+514,25.14889635,722.0567909,29.21184158,1499.832886,100.1432419
POA_B5_P19_9709,0+515,25.93000009,316.5197667,29.60437012,1501.118896,100.1410217
POA_B5_P19_9709,0+516,21.52169461,221.7621482,30.09159088,1500.98877,100.1388626
POA_B5_P19_9709,0+517,11.44563929,161.6057172,28.97790146,1499.651978,100.1350861
POA_B5_P19_9709,0+518,2.56839361,89.37040408,28.99418259,1500.629639,100.1354294
POA_B5_P19_9709,0+519,1.833473354,81.57370653,28.81999779,1499.078735,100.1324158
POA_B5_P19_9709,0+520,22.85480256,317.4584045,28.91607094,1500.868408,100.1278763
POA_B5_P19_9709,0+521,23.98437679,299.1226283,30.07924271,1499.320435,100.1246796
POA_B5_P19_9709,0+522,29.37208051,479.2133282,29.99780464,1499.234497,100.1197128
POA_B5_P19_9709,0+523,31.49345986,688.463728,28.96768951,1499.477661,100.1163864
POA_B5_P20_9671,0+524,22.88659658,330.1143485,29.12952805,1499.501099,100.1141434
POA_B5_P20_9671,0+525,18.77017387,242.7280771,28.82678032,1499.861694,100.1136703
POA_B5_P20_9671,0+526,9.636003232,169.7587189,28.73171234,1499.69165,100.1116562
POA_B5_P20_9671,0+527,0.832025345,96.70335391,28.54223442,1499.786865,100.109314
POA_B5_P20_9671,0+528,0.375343656,86.62152796,30.04665947,1500.731445,100.1028442
POA_B5_P20_9671,0+529,21.54519179,329.6139754,29.31340027,1499.052856,100.0987854
POA_B5_P20_9671,0+530,22.24922085,324.9755686,29.83433151,1500.427612,100.1007233
POA_B5_P20_9671,0+531,30.60851623,504.0814807,29.13975334,1500.324341,100.0951538
POA_B5_P20_9671,0+532,33.41671082,692.9329725,28.93267441,1500.79895,100.0909348
POA_B5_P21_8717,0+533,24.37558895,308.165164,30.72660828,1500.807129,100.0948029
POA_B5_P21_8717,0+534,20.7231771,226.0925007,30.314888,1500.605347,100.0939713
POA_B5_P21_8717,0+535,9.511532554,171.5612012,28.66725349,1499.732056,100.0887299
POA_B5_P21_8717,0+536,2.409139287,91.69278981,28.78671265,1499.571899,100.086319
POA_B5_P21_8717,0+537,1.874657048,82.25924988,30.26400375,1499.546997,100.0827484
POA_B5_P21_8717,0+538,22.18239953,324.9516239,30.04058266,1500.587402,100.0806503
POA_B5_P21_8717,0+539,23.86726491,336.3906999,28.70279121,1500.747192,100.0759354
POA_B5_P21_8717,0+540,28.63544847,516.9944635,28.79313087,1500.108643,100.0706558
POA_B5_P21_8717,0+541,32.22782191,681.3089203,30.08293724,1500.679321,100.0695572
